,Date,Start (ET),Unnamed: 2,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 7,Notes
0,October,,,,,,,,
1,"Tue, Oct 27, 2015",8:00 pm,Box Score,Detroit Pistons,106.0,Atlanta Hawks,94.0,,
2,"Tue, Oct 27, 2015",8:00 pm,Box Score,Cleveland Cavaliers,95.0,Chicago Bulls,97.0,,
3,"Tue, Oct 27, 2015",10:30 pm,Box Score,New Orleans Pelicans,95.0,Golden State Warriors,111.0,,
4,"Wed, Oct 28, 2015",7:30 pm,Box Score,Philadelphia 76ers,95.0,Boston Celtics,112.0,,
5,"Wed, Oct 28, 2015",7:30 pm,Box Score,Chicago Bulls,115.0,Brooklyn Nets,100.0,,
6,"Wed, Oct 28, 2015",7:30 pm,Box Score,Utah Jazz,87.0,Detroit Pistons,92.0,,
7,"Wed, Oct 28, 2015",8:00 pm,Box Score,Denver Nuggets,105.0,Houston Rockets,85.0,,
8,"Wed, Oct 28, 2015",10:30 pm,Box Score,Minnesota Timberwolves,112.0,Los Angeles Lakers,111.0,,
9,"Wed, Oct 28, 2015",8:00 pm,Box Score,Cleveland Cavaliers,106.0,Memphis Grizzlies,76.0,,
10,"Wed, Oct 28, 2015",7:30 pm,Box Score,Charlotte Hornets,94.0,Miami Heat,104.0,,
11,"Wed, Oct 28, 2015",8:00 pm,Box Score,New York Knicks,122.0,Milwaukee Bucks,97.0,,
12,"Wed, Oct 28, 2015",8:00 pm,Box Score,San Antonio Spurs,106.0,Oklahoma City Thunder,112.0,,
13,"Wed, Oct 28, 2015",7:00 pm,Box Score,Washington Wizards,88.0,Orlando Magic,87.0,,
14,"Wed, Oct 28, 2015",10:00 pm,Box Score,Dallas Mavericks,111.0,Phoenix Suns,95.0,,
15,"Wed, Oct 28, 2015",10:00 pm,Box Score,New Orleans Pelicans,94.0,Portland Trail Blazers,112.0,,
16,"Wed, Oct 28, 2015",10:00 pm,Box Score,Los Angeles Clippers,111.0,Sacramento Kings,104.0,,
17,"Wed, Oct 28, 2015",7:30 pm,Box Score,Indiana Pacers,99.0,Toronto Raptors,106.0,,
18,"Thu, Oct 29, 2015",7:00 pm,Box Score,Memphis Grizzlies,112.0,Indiana Pacers,103.0,,
19,"Thu, Oct 29, 2015",10:30 pm,Box Score,Dallas Mavericks,88.0,Los Angeles Clippers,104.0,,
20,"Thu, Oct 29, 2015",8:00 pm,Box Score,Atlanta Hawks,112.0,New York Knicks,101.0,,
21,"Fri, Oct 30, 2015",8:00 pm,Box Score,Charlotte Hornets,94.0,Atlanta Hawks,97.0,,
22,"Fri, Oct 30, 2015",7:30 pm,Box Score,Toronto Raptors,113.0,Boston Celtics,103.0,,
23,"Fri, Oct 30, 2015",7:00 pm,Box Score,Miami Heat,92.0,Cleveland Cavaliers,102.0,,
24,"Fri, Oct 30, 2015",9:00 pm,Box Score,Minnesota Timberwolves,95.0,Denver Nuggets,78.0,,
25,"Fri, Oct 30, 2015",7:30 pm,Box Score,Chicago Bulls,94.0,Detroit Pistons,98.0,OT,
26,"Fri, Oct 30, 2015",9:30 pm,Box Score,Golden State Warriors,112.0,Houston Rockets,92.0,,
27,"Fri, Oct 30, 2015",8:00 pm,Box Score,Washington Wizards,118.0,Milwaukee Bucks,113.0,,
28,"Fri, Oct 30, 2015",7:00 pm,Box Score,Oklahoma City Thunder,139.0,Orlando Magic,136.0,2OT,
29,"Fri, Oct 30, 2015",7:00 pm,Box Score,Utah Jazz,99.0,Philadelphia 76ers,71.0,,
30,"Fri, Oct 30, 2015",10:30 pm,Box Score,Portland Trail Blazers,92.0,Phoenix Suns,110.0,,
31,"Fri, Oct 30, 2015",10:00 pm,Box Score,Los Angeles Lakers,114.0,Sacramento Kings,132.0,,
32,"Fri, Oct 30, 2015",8:30 pm,Box Score,Brooklyn Nets,75.0,San Antonio Spurs,102.0,,
33,"Sat, Oct 31, 2015",7:00 pm,Box Score,Utah Jazz,97.0,Indiana Pacers,76.0,,
34,"Sat, Oct 31, 2015",10:30 pm,Box Score,Sacramento Kings,109.0,Los Angeles Clippers,114.0,,
35,"Sat, Oct 31, 2015",8:00 pm,Box Score,Brooklyn Nets,91.0,Memphis Grizzlies,101.0,,
36,"Sat, Oct 31, 2015",7:30 pm,Box Score,Golden State Warriors,134.0,New Orleans Pelicans,120.0,,
37,"Sat, Oct 31, 2015",10:00 pm,Box Score,Phoenix Suns,101.0,Portland Trail Blazers,90.0,,
38,"Sat, Oct 31, 2015",7:00 pm,Box Score,New York Knicks,117.0,Washington Wizards,110.0,,
39,November,,,,,,,,
40,"Sun, Nov 1, 2015",3:30 pm,Box Score,San Antonio Spurs,95.0,Boston Celtics,87.0,,
41,"Sun, Nov 1, 2015",7:00 pm,Box Score,Orlando Magic,87.0,Chicago Bulls,92.0,,
42,"Sun, Nov 1, 2015",2:00 pm,Box Score,Atlanta Hawks,94.0,Charlotte Hornets,92.0,,
43,"Sun, Nov 1, 2015",9:30 pm,Box Score,Dallas Mavericks,103.0,Los Angeles Lakers,93.0,,
44,"Sun, Nov 1, 2015",6:00 pm,Box Score,Houston Rockets,89.0,Miami Heat,109.0,,
45,"Sun, Nov 1, 2015",7:00 pm,Box Score,Denver Nuggets,93.0,Oklahoma City Thunder,117.0,,
46,"Sun, Nov 1, 2015",6:00 pm,Box Score,Milwaukee Bucks,87.0,Toronto Raptors,106.0,,
47,"Mon, Nov 2, 2015",7:30 pm,Box Score,Milwaukee Bucks,103.0,Brooklyn Nets,96.0,,
48,"Mon, Nov 2, 2015",10:30 pm,Box Score,Memphis Grizzlies,69.0,Golden State Warriors,119.0,,
49,"Mon, Nov 2, 2015",8:00 pm,Box Score,Oklahoma City Thunder,105.0,Houston Rockets,110.0,,
50,"Mon, Nov 2, 2015",10:30 pm,Box Score,Phoenix Suns,96.0,Los Angeles Clippers,102.0,,
51,"Mon, Nov 2, 2015",8:00 pm,Box Score,Portland Trail Blazers,106.0,Minnesota Timberwolves,101.0,,
52,"Mon, Nov 2, 2015",7:30 pm,Box Score,San Antonio Spurs,94.0,New York Knicks,84.0,,
53,"Mon, Nov 2, 2015",7:00 pm,Box Score,Cleveland Cavaliers,107.0,Philadelphia 76ers,100.0,,
54,"Tue, Nov 3, 2015",7:00 pm,Box Score,Chicago Bulls,105.0,Charlotte Hornets,130.0,,
55,"Tue, Nov 3, 2015",8:30 pm,Box Score,Toronto Raptors,102.0,Dallas Mavericks,91.0,,
56,"Tue, Nov 3, 2015",7:30 pm,Box Score,Indiana Pacers,94.0,Detroit Pistons,82.0,,
57,"Tue, Nov 3, 2015",10:30 pm,Box Score,Denver Nuggets,120.0,Los Angeles Lakers,109.0,,
58,"Tue, Nov 3, 2015",7:30 pm,Box Score,Atlanta Hawks,98.0,Miami Heat,92.0,,
59,"Tue, Nov 3, 2015",8:00 pm,Box Score,Orlando Magic,103.0,New Orleans Pelicans,94.0,,
60,"Tue, Nov 3, 2015",10:00 pm,Box Score,Memphis Grizzlies,103.0,Sacramento Kings,89.0,,
61,"Wed, Nov 4, 2015",8:00 pm,Box Score,Brooklyn Nets,87.0,Atlanta Hawks,101.0,,
62,"Wed, Nov 4, 2015",8:00 pm,Box Score,New York Knicks,86.0,Cleveland Cavaliers,96.0,,
63,"Wed, Nov 4, 2015",10:30 pm,Box Score,Los Angeles Clippers,108.0,Golden State Warriors,112.0,,
64,"Wed, Nov 4, 2015",8:00 pm,Box Score,Orlando Magic,114.0,Houston Rockets,119.0,OT,
65,"Wed, Nov 4, 2015",7:00 pm,Box Score,Boston Celtics,98.0,Indiana Pacers,100.0,,
66,"Wed, Nov 4, 2015",8:00 pm,Box Score,Philadelphia 76ers,87.0,Milwaukee Bucks,91.0,,
67,"Wed, Nov 4, 2015",8:00 pm,Box Score,Toronto Raptors,103.0,Oklahoma City Thunder,98.0,,
68,"Wed, Nov 4, 2015",9:00 pm,Box Score,Sacramento Kings,97.0,Phoenix Suns,118.0,,
